This file created by XXX
 18 	 0.27 	 0.91 	 0.065 	 0.516 
281 	 0.92 	 0.82 	 0.039 	 0.621 
135 	 0.92 	 0.82 	 0.039 	 0.621 
281 	 1.48 	 0.82 	 0.039 	 0.621 
281 	 0.92 	 0.19 	 0.039 	 0.621 
281 	 0.92 	 0.82 	 0.048 	 0.621 
281 	 0.92 	 0.82 	 0.039 	 0.317 
305 	 1.98 	 0.42 	 0.074 	 0.330 
 70 	 1.98 	 0.42 	 0.074 	 0.330 
305 	 0.37 	 0.42 	 0.074 	 0.330 
305 	 1.98 	 0.30 	 0.074 	 0.330 
305 	 1.98 	 0.42 	 0.055 	 0.330 
305 	 1.98 	 0.42 	 0.074 	 0.546 
165 	 1.16 	 0.81 	 0.097 	 0.754 
114 	 1.16 	 0.81 	 0.097 	 0.754 
165 	 0.21 	 0.81 	 0.097 	 0.754 
165 	 1.16 	 0.68 	 0.097 	 0.754 
165 	 1.16 	 0.81 	 0.001 	 0.754 
165 	 1.16 	 0.81 	 0.097 	 0.143 
 43 	 1.35 	 0.35 	 0.009 	 0.194 
 31 	 1.35 	 0.35 	 0.009 	 0.194 
 43 	 0.40 	 0.35 	 0.009 	 0.194 
 43 	 1.35 	 0.50 	 0.009 	 0.194 
 43 	 1.35 	 0.35 	 0.016 	 0.194 
 43 	 1.35 	 0.35 	 0.009 	 0.974 
 13 	 0.72 	 0.39 	 0.087 	 0.651 
147 	 0.72 	 0.39 	 0.087 	 0.651 
 13 	 0.98 	 0.39 	 0.087 	 0.651 
 13 	 0.72 	 0.61 	 0.087 	 0.651 
 13 	 0.72 	 0.39 	 0.068 	 0.651 
 13 	 0.72 	 0.39 	 0.087 	 0.840 
318 	 1.80 	 0.23 	 0.036 	 0.121 
111 	 1.80 	 0.23 	 0.036 	 0.121 
318 	 1.56 	 0.23 	 0.036 	 0.121 
318 	 1.80 	 0.37 	 0.036 	 0.121 
318 	 1.80 	 0.23 	 0.079 	 0.121 
318 	 1.80 	 0.23 	 0.036 	 0.932 
 36 	 0.19 	 0.84 	 0.033 	 0.809 
393 	 0.19 	 0.84 	 0.033 	 0.809 
 36 	 0.07 	 0.84 	 0.033 	 0.809 
 36 	 0.19 	 0.32 	 0.033 	 0.809 
 36 	 0.19 	 0.84 	 0.055 	 0.809 
 36 	 0.19 	 0.84 	 0.033 	 0.412 
131 	 0.53 	 0.64 	 0.003 	 0.998 
336 	 0.53 	 0.64 	 0.003 	 0.998 
131 	 0.85 	 0.64 	 0.003 	 0.998 
131 	 0.53 	 0.18 	 0.003 	 0.998 
131 	 0.53 	 0.64 	 0.007 	 0.998 
131 	 0.53 	 0.64 	 0.003 	 0.683 
358 	 1.06 	 0.27 	 0.082 	 0.259 
240 	 1.06 	 0.27 	 0.082 	 0.259 
358 	 0.30 	 0.27 	 0.082 	 0.259 
358 	 1.06 	 0.44 	 0.082 	 0.259 
358 	 1.06 	 0.27 	 0.044 	 0.259 
358 	 1.06 	 0.27 	 0.082 	 0.555 
308 	 1.41 	 0.80 	 0.099 	 0.293 
186 	 1.41 	 0.80 	 0.099 	 0.293 
308 	 0.75 	 0.80 	 0.099 	 0.293 
308 	 1.41 	 0.29 	 0.099 	 0.293 
308 	 1.41 	 0.80 	 0.025 	 0.293 
308 	 1.41 	 0.80 	 0.099 	 0.727 
 83 	 0.87 	 0.21 	 0.038 	 0.567 
221 	 0.87 	 0.21 	 0.038 	 0.567 
 83 	 1.18 	 0.21 	 0.038 	 0.567 
 83 	 0.87 	 0.16 	 0.038 	 0.567 
 83 	 0.87 	 0.21 	 0.043 	 0.567 
 83 	 0.87 	 0.21 	 0.038 	 0.147 
142 	 1.91 	 0.66 	 0.071 	 0.785 
291 	 1.91 	 0.66 	 0.071 	 0.785 
142 	 1.74 	 0.66 	 0.071 	 0.785 
142 	 1.91 	 0.75 	 0.071 	 0.785 
142 	 1.91 	 0.66 	 0.066 	 0.785 
142 	 1.91 	 0.66 	 0.071 	 0.898 
168 	 1.59 	 0.53 	 0.068 	 0.247 
342 	 1.59 	 0.53 	 0.068 	 0.247 
168 	 1.25 	 0.53 	 0.068 	 0.247 
168 	 1.59 	 0.77 	 0.068 	 0.247 
168 	 1.59 	 0.53 	 0.012 	 0.247 
168 	 1.59 	 0.53 	 0.068 	 0.850 
 98 	 0.01 	 0.11 	 0.018 	 0.951 
155 	 0.01 	 0.11 	 0.018 	 0.951 
 98 	 1.71 	 0.11 	 0.018 	 0.951 
 98 	 0.01 	 0.09 	 0.018 	 0.951 
 98 	 0.01 	 0.11 	 0.029 	 0.951 
 98 	 0.01 	 0.11 	 0.018 	 0.660 
229 	 1.40 	 0.49 	 0.077 	 0.794 
 79 	 1.40 	 0.49 	 0.077 	 0.794 
229 	 1.62 	 0.49 	 0.077 	 0.794 
229 	 1.40 	 0.02 	 0.077 	 0.794 
229 	 1.40 	 0.49 	 0.022 	 0.794 
229 	 1.40 	 0.49 	 0.077 	 0.741 
 92 	 1.87 	 0.46 	 0.014 	 0.887 
101 	 1.87 	 0.46 	 0.014 	 0.887 
 92 	 0.38 	 0.46 	 0.014 	 0.887 
 92 	 1.87 	 0.40 	 0.014 	 0.887 
 92 	 1.87 	 0.46 	 0.040 	 0.887 
 92 	 1.87 	 0.46 	 0.014 	 0.826 
